"catalogNumber","Genus","standardGenus","family","standardFamily","authority"
"5203","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5202","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1680","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3533","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3142","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1595","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1596","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1597","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1598","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3149","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3148","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3117","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5045","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3118","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3141","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3140","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3134","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3129","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3925","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3126","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5012","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3145","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5032","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1668","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1669","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1670","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1671","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1672","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1674","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5201","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1677","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5031","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3103","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"6075","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"6076","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"6077","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"6078","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3054","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1676","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5029","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5015","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5016","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5017","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5024","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5025","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3110","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1667","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"6068","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1666","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5030","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4671","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4670","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4658","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5283","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4651","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1679","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5028","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2301","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4524","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2938","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2937","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2296","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2297","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2298","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2291","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2300","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2290","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2302","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2303","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2304","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2305","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2306","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2307","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2299","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4522","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2942","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2941","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1875","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1876","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3045","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2288","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2292","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4523","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1881","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5323","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4511","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4510","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4509","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2940","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2939","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3056","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4068","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2847","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4062","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4063","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4064","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4065","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2838","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1877","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4067","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2863","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4069","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2826","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5980","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5981","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5332","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5333","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4066","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4502","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2287","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1882","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1883","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1884","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2914","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2913","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2848","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4503","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4041","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4501","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2866","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2865","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2864","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4490","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4489","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2915","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2890","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1811","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5313","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2988","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5312","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2289","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2979","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2980","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2981","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3001","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1812","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3002","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1810","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1809","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1808","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2983","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2984","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4544","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5314","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2943","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3041","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1868","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1867","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1866","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4525","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3044","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4526","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3043","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5043","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1794","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3042","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2987","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3038","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4143","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2967","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5044","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2969","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2970","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3003","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3602","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1520","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1908","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2088","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4725","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4700","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4673","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2087","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"5969","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2459","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1516","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2460","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"5738","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"5737","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"5736","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4025","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"3913","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4018","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2458","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2089","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2092","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2091","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4242","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4241","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"5918","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"6168","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2090","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1374","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1518","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1376","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4567","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1419","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1441","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1492","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1493","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1494","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1510","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1515","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4222","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1517","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1375","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4568","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"5723","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1701","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4593","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4592","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4591","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4186","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2587","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4614","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1695","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4569","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1693","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4370","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4167","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4166","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1870","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4483","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1879","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4507","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4505","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4504","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4570","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"5621","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4998","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1519","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2912","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"5206","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"3939","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"5950","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"5949","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2535","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1700","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"5014","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"5724","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2677","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2536","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"5948","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2554","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2555","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"5147","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4672","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4650","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1980","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"5013","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2236","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1522","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2254","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2478","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4410","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2265","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2250","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2251","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"3662","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"6025","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4411","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"5154","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2237","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2248","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2245","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2249","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4352","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4915","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2268","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2261","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"4369","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2247","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2255","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2259","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2260","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2479","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2369","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2225","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2262","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"5153","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2367","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2246","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2263","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"2370","Reithrodontomys","Reithrodontomys","Cricetidae","Muridae","ITIS"
"1570","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"4721","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"5192","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"4935","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"4221","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"4776","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"4220","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"4627","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"4916","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"4720","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"2599","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"2513","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"5382","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"6172","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"6171","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"5067","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"5315","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"4409","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"4628","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"4354","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"2448","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"4615","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"2694","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"3852","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"3853","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"3854","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"1569","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"6169","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"4632","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"3856","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"3857","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
"4642","Sigmodon","Sigmodon","Cricetidae","Muridae","ITIS"
